#Airline Flight Schedule - USA 490
#Commented by David Powell (dep) 267
#Sun Jan 26 00:35:54 EST 1997 263
#revised Tue Feb 18 01:33:21 EST 1997 by bh 300
# -- removed extraneous fields 185
# 119
# 487
#Fields: 348
# 2 - Airline 400
# 4 - Flight (left-padded with whitespace) 198
# 2 - <padding> 170
# 3 - Source Airport 373
# 1 - <padding> 297
# 5 - Departure Time (left-padded with whitespace) 78
# 2 - <padding> 8
# 3 - Destination Airport 369
# 1 - <padding> 352
# 5 - Arrival Time (left-padded with whitespace) 370
# 2 - <padding> 31
# 3 - Plane type 61
# 3 - <padding> 258
# remainder - Flight Classes 168
# 247
UA1703  SFO  830A  LAX  953A  73S    F  Y  B  M  Q 232
US2249  SFO  900A  LAX 1015A  733    F  Y  B  H  Q 32
DL 933  SFO  900A  LAX 1016A  73S    F  Y  B  M  Q 429
UA 936  SFO  900A  LAX 1020A  735    F  Y  B  M  Q 79
UA1705  SFO  930A  LAX 1050A  73S    F  Y  B  M  Q 292
DL1025  SFO 1000A  LAX 1112A  73S    F  Y  B  M  Q 86
US 206  SFO 1000A  LAX 1116A  733    F  Y  B  H  Q 12
UA1107  SFO 1000A  LAX 1118A  72S    F  Y  B  M  Q 340
UA1707  SFO 1030A  LAX 1150A  73S    Y  B  M  Q  H 35
DL1107  SFO 1100A  LAX 1210P  73S    F  Y  B  M  Q 55
UA 844  SFO 1100A  LAX 1220P  73S    Y  B  M  Q  H 101
US 268  SFO 1100A  LAX 1216P  733    F  Y  B  H  Q 479
UA 806  SFO 1130A  LAX 1246P  733    Y  B  M  Q  H 465
US 264  SFO 1200P  LAX  110P  733    F  Y  B  H  Q 349
DL1223  SFO 1200P  LAX  111P  73S    F  Y  B  M  Q 60
UA1111  SFO 1200P  LAX  116P  737    F  Y  B  M  Q 175
TW 223  SFO 1214P  LAX  130P  M80    F  Y  B  Q  M 170
UA 810  SFO 1230P  LAX  151P  73S    F  C  Y  B  M 93
DL 163  SFO  100P  LAX  215P  73S    F  Y  B  M  Q 232
US2170  SFO  100P  LAX  218P  733    F  Y  B  H  Q 88
UA1115  SFO  100P  LAX  221P  735    F  Y  B  M  Q 178
UA1715  SFO  130P  LAX  247P  73S    F  Y  B  M  Q 430
US2121  SFO  200P  LAX  310P  733    F 156
UA1117  SFO  200P  LAX  317P  73S    F  Y  B  M  Q 398
DL 275  SFO  200P  LAX  312P  73S    F  Y  B  M  Q 481
UA1717  SFO  230P  LAX  346P  73S    F  Y  B  M  Q 463
UA1119  SFO  300P  LAX  416P  73S    F  Y  B  M  Q 209
US2393  SFO  300P  LAX  410P  734    F  Y  B  H  Q 271
DL 387  SFO  300P  LAX  411P  73S    F  Y  B  M  Q 213
TW 177  SFO  310P  LAX  423P  L10    F  C  Y  B  Q 110
UA1719  SFO  330P  LAX  449P  733    F  Y  B  M  Q 63
DL1400  SFO  330P  LAX  441P  72S    F  Y  B  M  Q 439
DL 453  SFO  400P  LAX  511P  73S    F  Y  B  M  Q 219
US 390  SFO  400P  LAX  510P  733    F  Y  B  H  Q 436
UA1121  SFO  400P  LAX  519P  73S    F  Y  B  M  Q 58
UA1721  SFO  430P  LAX  547P  737    F  Y  B  M  Q 297
US2192  SFO  500P  LAX  610P  733    F  Y  B  H  Q 2
DL 569  SFO  500P  LAX  610P  73S    F  Y  B  M  Q 258
UA1123  SFO  500P  LAX  617P  73S    F  Y  B  M  Q 332
UA1723  SFO  530P  LAX  647P  735    F  Y  B  M  Q 207
US2188  SFO  600P  LAX  710P  733    F  Y  B  H  Q 270
DL 642  SFO  600P  LAX  711P  73S    F  Y  B  M  Q 60
UA1125  SFO  600P  LAX  717P  73S    Y  B  M  Q  H 353
UA1725  SFO  630P  LAX  749P  73S    F  Y  B  M  Q 411
DL 979  SFO  700P  LAX  812P  73S    F  Y  B  M  Q 86
US2399  SFO  700P  LAX  810P  733    F  Y  B  H  Q 19
UA1127  SFO  700P  LAX  819P  737    Y  B  M  Q  H 175
DL 805  SFO  800P  LAX  915P  73S    F  Y  B  M  H 252
US 626  SFO  800P  LAX  910P  734   FN YN BN HN QN 331
UA1129  SFO  800P  LAX  919P  735    F  Y  B  M  Q 194
PA 447  SFO  830P  LAX  956P  AB3    F  Y  B  M  Q 55
DL 963  SFO  900P  LAX 1006P  73S   FN YN BN MN QN 88
US 610  SFO  900P  LAX 1010P  733   FN YN BN HN QN 498
UA1131  SFO  900P  LAX 1017P  72S    F  Y  B  M  Q 171
US2389  SFO 1000P  LAX 1116P  734   FN YN BN HN QN 276
US2397  SFO 1100P  LAX 1210A  733   FN YN BN HN QN 114
DL 143  LAX 1250A  SFO  159A  757   FN YN BN MN QN 12
DL 644  LAX  600A  SFO  706A  73S    F  Y  B  M  Q 207
UA1730  LAX  630A  SFO  747A  737    F  Y  B  M  Q 290
UA1100  LAX  700A  SFO  825A  72S    F  Y  B  M  Q 475
US2246  LAX  700A  SFO  813A  733    F  Y  B  H  Q 93
DL 744  LAX  700A  SFO  817A  73S    F  Y  B  M  Q 181
UA1700  LAX  730A  SFO  857A  73S    F  Y  B  M  Q 40
TW 492  LAX  745A  SFO  907A  L10    F  C  Y  B  Q 364
UA1102  LAX  800A  SFO  927A  D10    F  Y  B  M  Q 382
US 392  LAX  800A  SFO  913A  733    F 380
DL 856  LAX  800A  SFO  917A  73S    F  Y  B  M  Q 68
UA1702  LAX  830A  SFO  955A  72S    F  Y  B  M  Q 25
UA1104  LAX  900A  SFO 1027A  73S    F  Y  B  M  Q 308
US 342  LAX  900A  SFO 1013A  733    F  Y  B  H  M 444
DL 944  LAX  900A  SFO 1018A  73S    F  Y  B  M  Q 276
UA 809  LAX  930A  SFO 1057A  737    Y  B  M  Q  H 322
UA 845  LAX 1000A  SFO 1127A  735    Y  B  M  Q  H 453
DL1000  LAX 1000A  SFO 1114A  73S    F  Y  B  M  Q 487
US 262  LAX 1000A  SFO 1118A  733    F  Y  B  H  Q 437
UA 805  LAX 1030A  SFO 1155A  73S    Y  B  M  Q  H 312
US 203  LAX 1100A  SFO 1213P  733    F  Y  B  H  M 367
DL1801  LAX 1100A  SFO 1218P  73S    F  Y  B  M  Q 215
UA1108  LAX 1100A  SFO 1225P  735    F  Y  B  M  Q 325
UA1708  LAX 1130A  SFO  100P  73S    F  Y  B  M  Q 475
DL1216  LAX 1200P  SFO  115P  73S    F  Y  B  M  Q 102
US 144  LAX 1200P  SFO  116P  733    F  Y  B  H  Q 70
UA1110  LAX 1200P  SFO  130P  73S    F  Y  B  M  Q 73
UA1710  LAX 1230P  SFO  155P  73S    F  Y  B  M  Q 41
US  53  LAX  100P  SFO  213P  734    F  Y  B  H  Q 417
DL1020  LAX  100P  SFO  217P  73S    F  Y  B  M  Q 216
UA1112  LAX  100P  SFO  225P  73S    F  Y  B  M  Q 113
UA1712  LAX  130P  SFO  252P  733    F  Y  B  M  Q 73
US 199  LAX  200P  SFO  313P  733    F  Y  B  H  M 421
DL 274  LAX  200P  SFO  315P  73S    F  Y  B  M  Q 393
UA1114  LAX  200P  SFO  322P  733    F  Y  B  M  Q 312
UA1714  LAX  230P  SFO  352P  73S    F  Y  B  M  Q 237
DL 684  LAX  300P  SFO  411P  73S    F  Y  B  M  Q 104
US2198  LAX  300P  SFO  413P  733    F  Y  B  H  Q 448
UA 937  LAX  300P  SFO  422P  735    F  Y  B  M  Q 158
UA1716  LAX  330P  SFO  449P  73S    F  Y  B  M  Q 419
DL 442  LAX  400P  SFO  512P  73S    F  Y  B  M  Q 20
US 890  LAX  400P  SFO  513P  733    F  Y  B  H  Q 93
UA1118  LAX  400P  SFO  519P  73S    Y  B  M  Q  H 115
UA1718  LAX  430P  SFO  552P  735    F  Y  B  M  Q 129
DL 550  LAX  500P  SFO  612P  73S    F  Y  B  M  Q 88
US2136  LAX  500P  SFO  616P  734    F  Y  B  H  Q 175
UA1120  LAX  500P  SFO  622P  733    F  Y  B  M  Q 496
PA 442  LAX  515P  SFO  640P  AB3    F  Y  B  M  Q 341
UA1720  LAX  530P  SFO  652P  733    F  Y  B  M  Q 254
UA1122  LAX  600P  SFO  722P  735    F  Y  B  M  Q 13
DL 638  LAX  600P  SFO  715P  73S    F  Y  B  M  Q 471
PA 482  LAX  600P  SFO  717P  72S    F  Y  B  M  Q 216
US1014  LAX  600P  SFO  716P  733    F  Y  B  H  Q 495
UA1722  LAX  630P  SFO  752P  737    F  Y  B  M  Q 102
US 187  LAX  700P  SFO  816P  734    F  Y  B  H  Q 63
UA1124  LAX  700P  SFO  824P  73S    F  Y  B  M  Q 355
DL 772  LAX  700P  SFO  815P  73S    F  Y  B  M  H 397
DL1470  LAX  800P  SFO  917P  73S    F  Y  B  M  Q 220
UA1126  LAX  800P  SFO  924P  73S    F  Y  B  M  Q 245
US1273  LAX  800P  SFO  916P  733    F  Y  B  H  Q 25
DL 141  LAX  900P  SFO 1017P  757   FN YN BN MN QN 303
UA1130  LAX  900P  SFO 1016P  72S    F  Y  B  M  Q 245
US1810  LAX  900P  SFO 1016P  733   FN YN BN HN QN 0
PA 448  LAX  930P  SFO 1048P  AB3    F  Y  B  M  Q 15
US1157  LAX 1000P  SFO 1113P  733   FN YN BN HN QN 246
US2141  LAX 1100P  SFO 1213A  733   FN YN BN HN QN 220
WN 456  SFO  620A  PHX  910A  73S    Y  K  L  B  Q 448
WN 968  SFO  635A  PHX 1020A  73S    Y  K  L  B  Q 54
HP 897  SFO  655A  PHX  950A  733    F  Y  B  H  K 171
HP1530  SFO  930A  PHX 1221P  320    F  Y  B  H  K 478
UA1285  SFO 1100A  PHX  150P  72S    F  Y  B  M  Q 401
HP 594  SFO 1153A  PHX  244P  320    F  Y  B  H  K 451
WN 466  SFO 1205P  PHX  345P  733    Y  K  L  B  Q 167
WN 658  SFO 1230P  PHX  330P  735    Y  K  L  B  Q 349
UA1243  SFO  125P  PHX  418P  72S    F  Y  B  M  Q 460
HP1406  SFO  225P  PHX  516P  320    F  Y  B  H  K 399
WN1660  SFO  400P  PHX  650P  73S    Y  K  L  B  Q 200
HP1236  SFO  520P  PHX  926P  733    Y  B  H  K  Q 277
WN 791  SFO  615P  PHX  915P  733    Y  K  L  B  Q 3
HP1260  SFO  632P  PHX  925P  733    F  Y  B  H  K 90
UA1557  SFO  700P  PHX  949P  72S    F  Y  B  M  Q 78
WN 429  SFO  830P  PHX 1125P  73S    Y  K  L  B  Q 361
UA1575  SFO  905P  PHX 1157P  733    F  Y  B  M  Q 185
CO1218  LAX  620A  DEN  943A  AB3    A  Y  Q  H  K 81
DL1522  LAX  620A  DEN  140P  72S    F  Y  B  M  Q 136
UA 270  LAX  630A  DEN  940A  D10    F  Y  B  M  Q 146
UA 422  LAX  805A  DEN 1131A  737    F  Y  B  M  Q 304
CO1040  LAX  840A  DEN 1204P  AB3    A  Y  Q  H  K 74
UA 354  LAX 1122A  DEN  235P  757    Y  B  M  Q  H 370
CO 272  LAX 1215P  DEN  330P  733    Y  Q  H  K  B 194
UA 238  LAX  240P  DEN  552P  D10    F  Y  B  M  Q 139
CO 598  LAX  330P  DEN  645P  M80    A  Y  Q  H  K 41
CO 202  LAX  450P  DEN  800P  M80    A  Y  Q  H  K 9
UA 242  LAX  505P  DEN  810P  72S    F  Y  B  M  Q 233
UA 646  LAX  605P  DEN  919P  72S    F  Y  B  M  Q 126
UA 526  LAX  722P  DEN 1034P  735    F  Y  B  M  Q 353
WN 123  LAX  530A  PHX  740A  73S    Y  K  L  B  Q 260
HP1404  LAX  600A  PHX  813A  733    Y  B  H  K  Q 437
WN 603  LAX  700A  PHX  910A  733    Y  K  L  B  Q 480
DL1196  LAX  705A  PHX  917A  73S    F  Y  B  M  Q 343
HP 252  LAX  735A  PHX  950A  73S    Y  B  H  K  Q 206
WN 611  LAX  800A  PHX 1015A  733    Y  K  L  B  Q 133
WN 623  LAX  825A  PHX 1040A  733    Y  K  L  B  Q 114
HP1208  LAX  850A  PHX 1105A  73S    Y  B  H  K  Q 477
WN 617  LAX  905A  PHX 1115A  733    Y  K  L  B  Q 93
WN 924  LAX 1015A  PHX 1225P  733    Y  K  L  B  Q 471
HP 425  LAX 1015A  PHX 1230P  73S    Y  B  H  K  Q 478
WN 952  LAX 1115A  PHX  125P  73S    Y  K  L  B  Q 47
HP1207  LAX 1125A  PHX  140P  320    F  Y  B  H  K 490
WN 410  LAX 1205P  PHX  215P  733    Y  K  L  B  Q 376
HP 223  LAX 1250P  PHX  305P  73S    Y  B  H  Q  V 168
WN 504  LAX 1255P  PHX  310P  73S    Y  K  L  B  Q 68
DL 252  LAX  135P  PHX  353P  757    F  Y  B  M  Q 66
WN 520  LAX  200P  PHX  410P  733    Y  K  L  B  Q 302
WN 360  LAX  230P  PHX  430P  735    Y  K  L  B  Q 416
WN 871  LAX  310P  PHX  520P  73S    Y  K  L  B  Q 286
HP 892  LAX  320P  PHX  535P  73S    Y  H  Q 445
WN 752  LAX  440P  PHX  650P  73S    Y  K  L  B  Q 108
WN 719  LAX  530P  PHX  740P  735    Y  K  L  B  Q 321
DL1710  LAX  545P  PHX  756P  72S    F  Y  B  M  Q 485
HP 220  LAX  545P  PHX  800P  73S    Y  H  Q 405
WN 661  LAX  550P  PHX  800P  735    Y  K  L  B  Q 86
WN 725  LAX  615P  PHX  825P  73S    Y  K  L  B  Q 433
WN 970  LAX  645P  PHX  855P  73S    Y  K  L  B  Q 11
WN 797  LAX  720P  PHX  930P  73S    Y  K  L  B  Q 371
WN 801  LAX  755P  PHX 1005P  73S    Y  K  L  B  Q 454
HP 458  LAX  820P  PHX 1035P  73S    Y  H  Q  V 44
WN 217  LAX  825P  PHX 1035P  733    Y  K  L  B  Q 170
WN 252  LAX  855P  PHX 1100P  733    Y  K  L  B  Q 470
WN 305  LAX  945P  PHX 1155P  73S    Y  K  L  B  Q 338
DL1612  LAX  959P  PHX 1219A  72S   FN YN BN MN QN 302
WN 300  LAX 1010P  PHX 1215A  73S    Y  K  L  B  Q 445
WN 306  LAX 1030P  PHX 1250A  733    Y  K  L  B  Q 105
WN 535  LAX  810A  ABQ 1055A  73S    Y  K  L  B  Q 72
WN 533  LAX 1110A  ABQ  150P  73S    Y  K  L  B  Q 499
WN 537  LAX  215P  ABQ  455P  73S    Y  K  L  B  Q 186
WN 539  LAX  535P  ABQ  820P  73S    Y  K  L  B  Q 299
WN 801  LAX  755P  ABQ 1130P  73S    Y  K  L  B  Q 326
WN1476  LAX  800P  ABQ 1045P  733    Y  K  L  B  Q 151
UA1444  PHX  710A  SFO  810A  72S    F  Y  B  M  Q 206
HP 600  PHX  740A  SFO  839A  320    F  Y  B  H  K 286
WN 640  PHX  810A  SFO  905A  73S    Y  K  L  B  Q 392
HP 604  PHX  947A  SFO 1050A  320    F  Y  B  H  K 222
WN 588  PHX 1045A  SFO 1145A  733    Y  K  L  B  Q 445
UA1040  PHX 1121A  SFO 1230P  733    F  Y  B  M  Q 90
HP 606  PHX 1205P  SFO  107P  320    F  Y  B  H  K 154
UA1770  PHX  235P  SFO  335P  72S    F  Y  B  M  Q 111
WN 487  PHX  440P  SFO  540P  73S    Y  K  L  B  Q 132
HP 605  PHX  500P  SFO  602P  733    F  Y  B  H  K 60
UA1432  PHX  505P  SFO  605P  72S    F  Y  B  M  Q 45
WN 721  PHX  520P  SFO  715P  73S    Y  K  L  B  Q 246
WN 753  PHX  715P  SFO  805P  73S    Y  K  L  B  Q 115
HP 602  PHX  745P  SFO  849P  73S    Y  B  H  K  Q 123
UA1091  PHX  748P  SFO  847P  72S    F  Y  B  M  Q 39
WN 417  PHX  915P  SFO 1010P  73S    Y  K  L  B  Q 413
HP 301  PHX 1120P  SFO  140A  733   FN YN BN  H KN 279
WN 291  PHX  630A  LAX  640A  733    Y  K  L  B  Q 211
HP  14  PHX  650A  LAX  706A  73S    Y  B  H  K  Q 476
DL1467  PHX  650A  LAX  703A  72S    F  Y  B  M  Q 163
WN 596  PHX  700A  LAX  715A  73S    Y  K  L  B  Q 223
WN1403  PHX  725A  LAX  740A  733    Y  K  L  B  Q 117
WN1602  PHX  750A  LAX  810A  733    Y  K  L  B  Q 264
HP  15  PHX  800A  LAX  820A  73S    Y  B  H  K  Q 415
WN 921  PHX  830A  LAX  845A  733    Y  K  L  B  Q 122
HP  17  PHX  925A  LAX  945A  73S    Y  B  H  K  Q 246
WN 602  PHX  930A  LAX  945A  733    Y  K  L  B  Q 252
HP  18  PHX 1025A  LAX 1045A  320    F  Y  B  H  K 119
WN 665  PHX 1030A  LAX 1050A  73S    Y  K  L  B  Q 441
DL 369  PHX 1105A  LAX 1130A  757    F  Y  B  M  Q 23
WN 440  PHX 1140A  LAX 1200P  733    Y  K  L  B  Q 329
HP  20  PHX 1200P  LAX 1220P  73S    Y  B  H  K  Q 70
WN1496  PHX 1245P  LAX  105P  733    Y  K  L  B  Q 431
WN 426  PHX  120P  LAX  140P  733    Y  K  L  B  Q 403
WN 778  PHX  200P  LAX  220P  735    Y  K  L  B  Q 44
WN 994  PHX  230P  LAX  250P  73S    Y  K  L  B  Q 254
HP  24  PHX  230P  LAX  250P  73S    Y  B  H  K  Q 63
WN 947  PHX  400P  LAX  420P  73S    Y  K  L  B  Q 259
WN 707  PHX  435P  LAX  455P  73S    Y  K  L  B  Q 282
WN 344  PHX  455P  LAX  515P  735    Y  K  L  B  Q 327
HP  29  PHX  455P  LAX  515P  73S    Y  H 342
WN 923  PHX  535P  LAX  555P  73S    Y  K  L  B  Q 101
WN 709  PHX  605P  LAX  625P  73S    Y  K  L  B  Q 312
DL1793  PHX  640P  LAX  649P  73S    F  Y  B  M  Q 72
WN 931  PHX  640P  LAX  700P  73S    Y  K  L  B  Q 160
WN1545  PHX  710P  LAX  730P  73S    Y  K  L  B  Q 377
HP  31  PHX  730P  LAX  750P  73S    Y  B  H  K  Q 240
WN 212  PHX  740P  LAX  800P  733    Y  K  L  B  Q 477
WN 757  PHX  845P  LAX  905P  73S    Y  K  L  B  Q 111
DL1797  PHX  850P  LAX  903P  72S    F  Y  B  M  Q 334
WN1950  PHX  900P  LAX  925P  733    Y  K  L  B  Q 168
WN 274  PHX  935P  LAX  950P  73S    Y  K  L  B  Q 252
HP  35  PHX  955P  LAX 1015P  733    Y  B  H  K  Q 440
WN 453  PHX 1030P  LAX 1045P  73S    Y  K  L  B  Q 175
WN 664  PHX  700A  ABQ  805A  733    Y  K  L  B  Q 103
HP 200  PHX  810A  ABQ  920A  733    F  Y  B  H  K 431
WN 806  PHX  825A  ABQ  935A  73S    Y  K  L  B  Q 58
WN 702  PHX  925A  ABQ 1030A  73S    Y  K  L  B  Q 495
HP 202  PHX 1034A  ABQ 1144A  733    Y  B  H  K  Q 426
WN 968  PHX 1035A  ABQ 1145A  73S    Y  K  L  B  Q 396
WN 393  PHX 1135A  ABQ 1240P  73S    Y  K  L  B  Q 276
HP 207  PHX  107P  ABQ  215P  73S    Y  B  H  K  Q 236
WN 963  PHX  150P  ABQ  255P  733    Y  K  L  B  Q 444
WN 521  PHX  230P  ABQ  335P  733    Y  K  L  B  Q 436
WN 668  PHX  330P  ABQ  435P  733    Y  K  L  B  Q 198
HP 205  PHX  345P  ABQ  454P  733    F  Y  B  H  K 136
WN 466  PHX  405P  ABQ  510P  733    Y  K  L  B  Q 347
HP 208  PHX  606P  ABQ  713P  733    F  Y  B  H  Q 214
WN 998  PHX  625P  ABQ  730P  735    Y  K  L  B  Q 435
WN 497  PHX  820P  ABQ  925P  73S    Y  K  L  B  Q 415
HP 212  PHX  847P  ABQ  958P  733    Y  B  H  K  Q 97
WN 938  PHX 1010P  ABQ 1115P  733    Y  K  L  B  Q 229
WN 801  PHX 1030P  ABQ 1130P  73S    Y  K  L  B  Q 61
WN 530  ABQ  700A  LAX  750A  73S    Y  K  L  B  Q 175
WN 532  ABQ  950A  LAX 1045A  73S    Y  K  L  B  Q 62
WN 343  ABQ 1125A  LAX 1225P  73S    Y  K  L  B  Q 151
WN 994  ABQ  100P  LAX  250P  73S    Y  K  L  B  Q 491
WN 430  ABQ  410P  LAX  505P  73S    Y  K  L  B  Q 257
WN 931  ABQ  510P  LAX  700P  73S    Y  K  L  B  Q 427
WN 362  ABQ  620P  LAX  715P  733    Y  K  L  B  Q 130
WN 590  ABQ  730P  LAX  825P  733    Y  K  L  B  Q 195
WN 706  ABQ  650A  PHX  805A  733    Y  K  L  B  Q 31
HP 650  ABQ  700A  PHX  814A  733    Y  B  H  K  Q 191
WN 600  ABQ  745A  PHX  855A  73S    Y  K  L  B  Q 440
WN 483  ABQ  830A  PHX  940A  733    Y  K  L  B  Q 421
HP 653  ABQ 1000A  PHX 1115A  733    F  Y  B  H  K 355
WN 386  ABQ 1100A  PHX 1210P  73S    Y  K  L  B  Q 290
WN 866  ABQ 1145A  PHX  100P  733    Y  K  L  B  Q 70
HP 836  ABQ 1230P  PHX  145P  733    Y  B  H  K  Q 359
WN 994  ABQ  100P  PHX  210P  73S    Y  K  L  B  Q 199
WN 552  ABQ  235P  PHX  345P  73S    Y  K  L  B  Q 144
HP 845  ABQ  255P  PHX  410P  73S    Y  B  H  Q  V 110
WN1745  ABQ  410P  PHX  520P  733    Y  K  L  B  Q 395
WN 931  ABQ  510P  PHX  625P  73S    Y  K  L  B  Q 145
HP 647  ABQ  530P  PHX  645P  733    F  Y  B  H  Q 179
WN 563  ABQ  620P  PHX  730P  733    Y  K  L  B  Q 60
WN 812  ABQ  725P  PHX  835P  733    Y  K  L  B  Q 407
HP1221  ABQ  745P  PHX  859P  733    F  Y  B  H  K 270
WN 814  ABQ  910P  PHX 1015P  733    Y  K  L  B  Q 112
WN 416  ABQ 1000P  PHX 1105P  73S    Y  K  L  B  Q 410
UA 785  ABQ  645A  DEN  757A  733    F  Y  B  M  Q 249
YV  11  ABQ  715A  DEN  920A  BE1    Y  Q  L  H  M 137
YV 221  ABQ  820A  DEN 1010A  BE1    Y  Q  L  H  M 57
UA 982  ABQ  829A  DEN  939A  72S    F  Y  B  M  Q 93
CO1594  ABQ  830A  DEN  944A  73S    F  A  Y  Q  H 357
UA 718  ABQ 1020A  DEN 1132A  72S    F  C  Y  B  M 374
CO1708  ABQ 1026A  DEN 1139A  733    F  A  Y  Q  H 242
YV 687  ABQ 1045A  DEN 1235P  BE1    Y  Q  L  H  M 192
UA 470  ABQ  114P  DEN  224P  72S    F  Y  B  M  Q 149
CO1660  ABQ  210P  DEN  322P  733    A  Y  Q  H  K 86
YV 237  ABQ  300P  DEN  455P  BE1    Y  Q  L  H  M 381
UA 671  ABQ  325P  DEN  437P  733    F  Y  B  M  Q 486
UA 716  ABQ  449P  DEN  604P  733    F  Y  B  M  Q 140
YV 607  ABQ  500P  DEN  650P  BE1    Y  Q  L  H  M 74
CO1184  ABQ  525P  DEN  639P  73S    A  Y  Q  H  K 7
