#Airline Flight Schedule - USA 8
#Commented by David Powell (dep) 22
#Sun Jan 26 00:35:54 EST 1997 317
#revised Tue Feb 18 01:33:21 EST 1997 by bh 131
# -- removed extraneous fields 147
# 222
# 3
#Fields: 270
# 2 - Airline 216
# 4 - Flight (left-padded with whitespace) 8
# 2 - <padding> 332
# 3 - Source Airport 462
# 1 - <padding> 152
# 5 - Departure Time (left-padded with whitespace) 368
# 2 - <padding> 255
# 3 - Destination Airport 209
# 1 - <padding> 48
# 5 - Arrival Time (left-padded with whitespace) 32
# 2 - <padding> 427
# 3 - Plane type 180
# 3 - <padding> 477
# remainder - Flight Classes 393
# 130
AA 880  ABQ  915A  MIA  439P  72S    F  Y  M  Q  B 15
UA 982  ABQ  829A  MSP  124P  72S    F  Y  B  M  Q 188
DL1042  ABQ  630A  MSY 1105A  72S   F@ Y@ B@ M@ Q@ 406
WN  41  ABQ  250P  MSY  700P  73S    Y  K  L  B  Q 20
AA1186  ABQ  845A  ORD 1227P  S80    F  Y  B  H  M 124
AA 134  ABQ 1154A  ORD  339P  S80    F  Y  B  H  M 441
AA 748  ABQ  257P  ORD  645P  S80    F  Y  B  H  M 136
TW  88  ABQ  328P  ORD  856P  M80    F  Y  B  Q  M 363
AA1044  ABQ  600P  ORD 1204A  72S    F  Y  M  Q  B 62
WN 706  ABQ  650A  PHX  805A  733    Y  K  L  B  Q 104
HP 650  ABQ  700A  PHX  814A  733    Y  B  H  K  Q 5
WN 600  ABQ  745A  PHX  855A  73S    Y  K  L  B  Q 241
WN 483  ABQ  830A  PHX  940A  733    Y  K  L  B  Q 265
HP 653  ABQ 1000A  PHX 1115A  733    F  Y  B  H  K 13
WN 386  ABQ 1100A  PHX 1210P  73S    Y  K  L  B  Q 311
WN 866  ABQ 1145A  PHX  100P  733    Y  K  L  B  Q 220
HP 836  ABQ 1230P  PHX  145P  733    Y  B  H  K  Q 116
WN 994  ABQ  100P  PHX  210P  73S    Y  K  L  B  Q 106
WN 552  ABQ  235P  PHX  345P  73S    Y  K  L  B  Q 32
HP 845  ABQ  255P  PHX  410P  73S    Y  B  H  Q  V 22
WN1745  ABQ  410P  PHX  520P  733    Y  K  L  B  Q 432
WN 931  ABQ  510P  PHX  625P  73S    Y  K  L  B  Q 73
HP 647  ABQ  530P  PHX  645P  733    F  Y  B  H  Q 50
WN 563  ABQ  620P  PHX  730P  733    Y  K  L  B  Q 483
WN 812  ABQ  725P  PHX  835P  733    Y  K  L  B  Q 95
HP1221  ABQ  745P  PHX  859P  733    F  Y  B  H  K 439
WN 814  ABQ  910P  PHX 1015P  733    Y  K  L  B  Q 311
WN 416  ABQ 1000P  PHX 1105P  73S    Y  K  L  B  Q 173
HP 845  ABQ  255P  SEA  718P  73S    Y  B  H  Q  V 96
WN 592  ABQ  820A  SFO  950A  733    Y  K  L  B  Q 460
WN 965  ABQ  205P  SFO  325P  73S    Y  K  L  B  Q 85
WN 971  ABQ  510P  SFO  635P  733    Y  K  L  B  Q 401
WN 515  ABQ  610A  STL 1120A  733    Y  K  L  B  Q 55
TW 410  ABQ  628A  STL  950A  M80    F  Y  B  Q  M 425
TW 844  ABQ  844A  STL 1203P  L10    F  C  Y  B  Q 258
WN 535  ABQ 1115A  STL  220P  73S    Y  K  L  B  Q 96
TW 290  ABQ 1244P  STL  403P  72S    F  Y  B  Q  M 11
UA 470  ABQ  114P  STL  601P  72S    F  Y  B  M  Q 237
TW  88  ABQ  328P  STL  651P  M80    F  Y  B  Q  M 315
DL 545  ATL 1144A  ABQ  405P  72S    F  Y  B  M  Q 296
AA1271  ATL  440P  ABQ  826P  72S    F  Y  H  B  M 23
DL1166  ATL  632A  BNA  625A  73S   FN YN BN MN QN 370
DL1247  ATL 1000A  BNA 1000A  D9S    F  Y  B  M  Q 451
DL1045  ATL 1154A  BNA 1150A  D9S    F  Y  B  M  Q 233
DL1709  ATL  327P  BNA  330P  757    F  Y  B  M  Q 387
DL 376  ATL  507P  BNA  510P  M80    F  Y  B  M  Q 69
DL 657  ATL  708P  BNA  710P  M80    F  Y  B  M  Q 467
DL 735  ATL 1147P  BNA 1140P  D9S   FN YN BN MN QN 238
DL 850  ATL  624A  BOS  845A  767   FN YN BN MN QN 15
DL 202  ATL  636A  BOS 1004A  72S   F@ Y@ B@ M@ Q@ 404
NW1856  ATL  750A  BOS 1121A  D9S    F  Y  B  M  H 386
DL 350  ATL  902A  BOS 1125A  72S    F  Y  B  M  Q 462
DL 410  ATL 1003A  BOS 1220P  757    F  Y  B  M  Q 260
UA1032  ATL 1003A  BOS  137P  72S    F  Y  B  M  Q 28
NW1866  ATL 1240P  BOS  426P  D9S    F  Y  B  M  H 448
DL1610  ATL  119P  BOS  350P  763    F  Y  B  M  Q 145
DL 378  ATL  319P  BOS  655P  72S    F  Y  B  M  Q 253
DL 356  ATL  330P  BOS  552P  72S    F  Y  B  M  Q 261
DL1420  ATL  510P  BOS  740P  L10    F  Y  B  M  Q 420
DL 326  ATL  705P  BOS  935P  757    F  Y  B  M  Q 414
DL1406  ATL  859P  BOS 1125P  757    F  Y  B  M  Q 38
DL1258  ATL 1157P  BOS  210A  763   FN YN BN MN QN 345
DL 314  ATL  625A  DCA  755A  757   FN YN BN MN QN 380
US1642  ATL  650A  DCA 1059A  D9S   FN YN BN HN QN 338
NW1856  ATL  750A  DCA  924A  D9S   FN YN BN  M  H 53
DL 710  ATL  819A  DCA  951A  757    F  Y  B  M  Q 495
DL1436  ATL 1000A  DCA 1140A  757    F  Y  B  M  Q 403
DL 464  ATL 1145A  DCA  125P  757    F  Y  B  M  Q 244
NW1866  ATL 1240P  DCA  216P  D9S    F  Y  B  M  H 250
DL 402  ATL  120P  DCA  259P  757    F  Y  B  M  Q 94
DL 378  ATL  319P  DCA  455P  72S    F  Y  B  M  Q 324
DL 280  ATL  449P  DCA  630P  757    F  Y  B  M  Q 12
NW1878  ATL  545P  DCA  731P  D9S    F  Y  B  M  H 415
DL 178  ATL  658P  DCA  835P  757    F  Y  B  M  Q 138
DL 394  ATL  846P  DCA 1025P  M80    F  Y  B  M  Q 493
UA 717  ATL  640A  DEN  804A  737    F  Y  B  M  Q 331
CO 275  ATL  650A  DEN  810A  733    Y  Q  H  K  B 467
DL 445  ATL  857A  DEN 1005A  757    F  Y  B  M  Q 314
DL 257  ATL 1159A  DEN  105P  72S    F  Y  B  M  Q 194
UA 373  ATL  310P  DEN  429P  737    F  Y  B  M  Q 168
DL1668  ATL  312P  DEN  415P  72S    F  Y  B  M  Q 293
CO1759  ATL  400P  DEN  520P  733    A  Y  Q  H  K 286
DL1055  ATL  652P  DEN 1130P  M80   F@ Y@ B@ M@ Q@ 164
DL 675  ATL  709P  DEN  830P  757    F  Y  B  M  Q 413
DL 785  ATL  625A  DFW  735A  757   FN YN BN MN QN 418
AA 837  ATL  725A  DFW  835A  72S   FN YN  B  H  M 74
DL 793  ATL  819A  DFW 1055A  763    F  Y  B  M  Q 357
DL 444  ATL  819A  DFW 1109A  72S    Y  B  M  Q  H 458
DL 551  ATL  819A  DFW 1110A  M80    F  Y  B  M  Q 50
DL 409  ATL  820A  DFW 1108A  M80    F  Y  B  M  Q 131
DL 671  ATL  822A  DFW  927A  72S    F  Y  B  M  Q 403
DL 803  ATL  825A  DFW 1055A  73S    F  Y  B  M  Q 166
DL 357  ATL  826A  DFW 1108A  M80    F  Y  B  M  Q 297
DL 239  ATL  833A  DFW 1105A  72S    F  Y  B  M  Q 464
DL 775  ATL  838A  DFW 1108A  73S    F  Y  B  M  Q 417
AA1683  ATL  840A  DFW 1002A  S80    F  Y  B  H  M 491
DL 873  ATL  907A  DFW 1108A  M80    F  Y  B  M  Q 111
DL  17  ATL 1006A  DFW 1110A  L15    F  Y  B  M  Q 429
DL1101  ATL 1144A  DFW 1253P  M80    F  Y  B  M  Q 84
DL 307  ATL 1144A  DFW  227P  767    F  Y  B  M  H 216
DL 545  ATL 1144A  DFW  230P  72S    F  Y  B  M  Q 248
DL 323  ATL 1144A  DFW  230P  M80    F  Y  B  M  Q 37
DL 125  ATL 1147A  DFW  225P  73S    F  Y  B  M  Q 193
DL1428  ATL 1149A  DFW  222P  72S    F  Y  B  M  Q 57
DL1137  ATL 1154A  DFW  225P  M80    F  Y  B  M  Q 293
DL1045  ATL 1154A  DFW  204P  D9S    F  Y  B  M  Q 403
DL1457  ATL 1155A  DFW  217P  D9S    F  Y  B  M  Q 41
DL 946  ATL 1157A  DFW  217P  D9S    F  Y  B  M  Q 94
DL 299  ATL 1159A  DFW  215P  73S    F  Y  B  M  Q 46
DL 837  ATL 1203P  DFW  217P  M80    F  Y  B  M  Q 179
AA 139  ATL 1225P  DFW  143P  72S    F  Y  B  H  M 378
DL 758  ATL  122P  DFW  414P  M80    F  Y  B  M  Q 302
DL 179  ATL  124P  DFW  230P  L10    F  Y  B  M  Q 325
TW 621  ATL  139P  DFW  501P  D9S    F  Y  B  Q  M 86
AA 425  ATL  156P  DFW  311P  S80    F  Y  B  H  M 321
DL 145  ATL  310P  DFW  422P  767    F  Y  B  M  Q 120
DL 719  ATL  310P  DFW  606P  M80    F  Y  B  M  Q 462
DL1033  ATL  310P  DFW  610P  M80    F  Y  B  M  Q 418
DL 557  ATL  312P  DFW  611P  757    F  Y  B  M  Q 393
DL 139  ATL  314P  DFW  553P  757    F  Y  B  M  H 335
DL 847  ATL  323P  DFW  555P  M80    F  Y  B  M  Q 63
DL 691  ATL  325P  DFW  611P  72S    F  Y  B  M  Q 98
DL1709  ATL  327P  DFW  601P  757    F  Y  B  M  Q 131
DL 845  ATL  327P  DFW  552P  73S    F  Y  B  M  Q 232
AA 385  ATL  430P  DFW  547P  S80    F  Y  B  H  M 313
DL 195  ATL  449P  DFW  605P  L10    F  Y  B  M  Q 177
DL1023  ATL  455P  DFW  742P  M80    F  Y  B  M  Q 418
DL 405  ATL  641P  DFW  755P  M80    F  Y  B  M 269
DL1153  ATL  641P  DFW  840P  D9S   F@ Y@ B@ M@ Q@ 380
DL 817  ATL  642P  DFW  940P  M80   F@ Y@ B@ M@ Q@ 364
DL 397  ATL  649P  DFW  936P  M80   F@ Y@ B@ M@ Q@ 466
DL1055  ATL  652P  DFW  937P  M80   F@ Y@ B@ M@ Q@ 247
DL1002  ATL  653P  DFW  937P  M80   F@ Y@ B@ M@ Q@ 207
DL1081  ATL  656P  DFW  923P  D9S   F@ Y@ B@ M@ Q@ 455
DL 883  ATL  656P  DFW  925P  73S   F@ Y@ B@ M@ Q@ 123
AA 701  ATL  700P  DFW  832P  S80    F YN  B  H  M 209
DL1507  ATL  702P  DFW  946P  757    F  Y  B  M  Q 253
DL 593  ATL  703P  DFW  917P  D9S   F@ Y@ B@ M@ Q@ 269
DL 657  ATL  708P  DFW  937P  M80    F  Y  B  M  Q 427
DL 970  ATL  743P  DFW  939P  73S   F@ Y@ B@ M@ Q@ 66
DL 227  ATL  835P  DFW  948P  763   FN YN BN MN QN 465
DL 585  ATL 1015P  DFW 1117P  M80   FN YN BN MN QN 451
DL 955  ATL 1145P  DFW 1245A  72S   FN YN BN MN QN 76
NW 492  ATL  640A  DTW  829A  DC9   FN YN BN  M  H 167
DL 868  ATL  826A  DTW 1010A  72S    F  Y  B  M  Q 35
NW 494  ATL  950A  DTW 1133A  72S   FN YN BN  M  H 249
DL 964  ATL 1004A  DTW 1150A  M80    F  Y  B  M  Q 231
NW 496  ATL 1250P  DTW  234P  D9S    F  Y  B  M  H 310
DL1044  ATL  127P  DTW  315P  M80    F  Y  B  M  Q 241
NW 490  ATL  400P  DTW  549P  D9S    F  Y  B  M  H 126
DL 412  ATL  448P  DTW  955P  757    F  Y  B  M  Q 342
DL 766  ATL  505P  DTW  655P  757    F  Y  B 423
NW 498  ATL  555P  DTW  745P  D9S    F  Y  B  M  H 413
DL 256  ATL  859P  DTW 1050P  763    F  Y  B  M  Q 321
DL 714  ATL 1147P  DTW  125A  M80   FN YN BN MN QN 397
NW 823  ATL  820A  HOU 1057A  D9S    F  Y  B  M  H 397
DL1050  ATL  958A  HOU 1100A  D9S    F  Y  B  M  Q 324
DL 946  ATL 1157A  HOU  403P  D9S    F  Y  B  M  Q 202
DL1170  ATL  119P  HOU  225P  M80    F  Y  B  M  Q 275
DL1023  ATL  455P  HOU  605P  M80    F  Y  B  M  Q 317
DL  30  ATL 1230P  JFK  238P  L15    F  C  Y  B  M 55
DL1916  ATL  145P  JFK  353P  310    F  C  Y  B  M 48
TW 816  ATL  234P  JFK  450P  72S    F  C  Y  B  Q 134
HP  44  ATL  815A  LAX 1125A  320    F  Y  B  H  K 55
DL1565  ATL  823A  LAX  955A  L10    F  Y  B  M  Q 125
DL 369  ATL  828A  LAX 1130A  757    F  Y  B  M  Q 92
DL 269  ATL 1200P  LAX  130P  L10    F  Y  B  M  Q 488
DL 179  ATL  124P  LAX  440P  L10    F  Y  B  M  Q 484
DL 139  ATL  314P  LAX  920P  757    F  Y  B  M  H 442
DL 157  ATL  329P  LAX  455P  L10    F  Y  B  M  Q 447
DL1049  ATL  457P  LAX  630P  L10    F  Y  B  M  Q 407
DL 187  ATL  707P  LAX  855P  767    F  Y  B  M  Q 274
DL 446  ATL  851P  LAX 1040P  757    F  Y  B  M  Q 358
DL 143  ATL 1035P  LAX 1210A  757   FN YN BN MN QN 279
DL 339  ATL  632A  MIA  810A  757   FN YN BN MN QN 15
DL 321  ATL  819A  MIA 1000A  757    F  Y  B  M 23
AA 709  ATL  828A  MIA 1015A  727    F  Y  B  M  H 393
PA 425  ATL  835A  MIA 1019A  72S    F  Y  B  M  Q 326
DL1155  ATL 1001A  MIA 1145A  763    F  Y  B  M  H 191
AA1555  ATL 1100A  MIA 1243P  72S    F  Y  B  M  H 195
DL 449  ATL 1144A  MIA  125P  763    F  Y 405
AA 825  ATL  135P  MIA  333P  72S    F  Y  B  M  H 125
DL 395  ATL  139P  MIA  325P  72S    F  Y  B  M  H 165
DL 472  ATL  326P  MIA  515P  757    F  Y  B  M  H 104
DL 491  ATL  659P  MIA  845P  767    F  Y  B  M  Q 271
AA 471  ATL  730P  MIA  926P  72S    F  Y  B  M  H 66
DL 325  ATL  857P  MIA 1035P  72S    F  Y  B  M  Q 416
DL 469  ATL 1022P  MIA 1156P  72S   FN YN BN MN QN 433
NW 673  ATL  710A  MSP  843A  DC9   FN YN BN  M  H 365
DL 954  ATL  833A  MSP 1010A  M80    F  Y  B  M  Q 117
NW 759  ATL  900A  MSP 1032A  D9S   FN YN BN  M  H 54
NW 763  ATL 1200P  MSP  135P  D9S    F  Y  B  M  H 12
DL1085  ATL 1202P  MSP  145P  73S    F  Y  B  M  Q 381
DL1855  ATL  448P  MSP  615P  72S    F  Y  B  M  Q 339
NW1027  ATL  510P  MSP  650P  M80    F  Y  B  M  H 98
DL 700  ATL  702P  MSP  840P  73S    F  Y  B  M  Q 346
DL 793  ATL  819A  MSY  850A  763    F  Y  B  M  Q 301
DL 307  ATL 1144A  MSY 1216P  767    F  Y  B  M  Q 54
DL 139  ATL  314P  MSY  345P  757    F  Y  B  M  Q 332
DL1199  ATL  457P  MSY  525P  M80    Y  B 131
DL1507  ATL  702P  MSY  735P  757    F  Y  B  M  Q 53
DL 577  ATL  856P  MSY  930P  767    F  Y  B  M  Q 260
DL 991  ATL 1032P  MSY 1050P  72S   FN YN BN MN QN 156
DL 596  ATL  626A  ORD  715A  72S   FN YN BN MN QN 232
AA 833  ATL  715A  ORD  804A  S80    F  Y  B  M  H 160
UA 507  ATL  755A  ORD  852A  73S    F  Y  B  M  Q 171
DL1064  ATL  821A  ORD  920A  72S    F  Y  B  M  Q 98
AA1221  ATL 1010A  ORD 1100A  727    F  Y  B  M  H 366
DL 820  ATL 1014A  ORD 1105A  72S    F  Y  B  M  Q 416
UA 721  ATL 1120A  ORD 1213P  72S    F  Y  B  M  Q 479
DL 598  ATL 1147A  ORD 1235P  72S    F  Y  B  M  Q 421
AA 357  ATL  105P  ORD  155P  S80    F  Y  B  M  H 470
DL 142  ATL  121P  ORD  220P  757    F  Y  B  M  Q 396
UA 631  ATL  140P  ORD  234P  72S    F  Y  B  M  Q 199
DL1124  ATL  333P  ORD  430P  72S    F  Y  B  M  Q 492
UA 944  ATL  359P  ORD  815P  733    F  Y  B  M  Q 494
AA1271  ATL  440P  ORD  534P  72S    F  Y  B  M  H 352
DL 692  ATL  446P  ORD  550P  767    F  Y  B  M  Q 211
CO 235  ATL  500P  ORD  815P  737    A  Y  Q  H  K 325
UA 415  ATL  512P  ORD  614P  72S    F  Y  B  M  H 93
DL 335  ATL  656P  ORD  750P  72S    F  Y  B  M  Q 267
AA 673  ATL  757P  ORD  845P  S80    F  Y  B  M  H 359
UA 633  ATL  827P  ORD  921P  72S    F  Y  B  M  Q 490
DL 298  ATL  837P  ORD  940P  757    F  Y  B  M  Q 465
DL 574  ATL 1145P  ORD 1230A  72S   FN YN BN MN QN 148
DL 202  ATL  636A  PHL  825A  72S   FN YN BN MN QN 204
US1238  ATL  715A  PHL  906A  73S   FN YN BN HN QN 286
DL 726  ATL 1018A  PHL 1215P  M80    F  Y  B  M  Q 307
US1714  ATL 1110A  PHL 1258P  D9S    F  Y  B  H  Q 325
DL 686  ATL  119P  PHL  315P  757    F  Y  B  M  Q 306
UA1236  ATL  125P  PHL  455P  73S    F  Y  B  M  Q 374
DL 860  ATL  447P  PHL  640P  763    F  Y  B  M  Q 133
US 274  ATL  450P  PHL  638P  D9S    Y  B 326
DL 842  ATL  701P  PHL  858P  M80    F  Y  B  M  Q 140
US 836  ATL  830P  PHL 1030P  100    F  Y  B  H  Q 272
DL1118  ATL  844P  PHL 1040P  M80    F  Y  B  M  Q 436
CO 543  ATL  730A  PHX 1100A  72S    Y  Q  H  K  B 100
DL 444  ATL  819A  PHX  110P  72S    Y  B  M  Q  H 495
DL 369  ATL  828A  PHX 1025A  757    F  Y  B  M  Q 396
HP 838  ATL  900A  PHX 1110A  733    Y  B  H  K  Q 424
DL 295  ATL 1146A  PHX  135P  757    F  Y  B  M  Q 167
DL1855  ATL  448P  PHX 1050P  72S   F@ Y@ B@ M@ Q@ 480
HP3003  ATL  455P  PHX  655P  320    F  Y  B  H  K 62
DL 901  ATL  657P  PHX  900P  757    F  Y  B  M  Q 316
US1238  ATL  715A  PVD 1057A  73S   FN YN BN HN QN 458
UA1456  ATL  730A  PVD 1100A  73S    F  Y  B  M  Q 492
US1202  ATL  925A  PVD 1259P  733    F  Y  B  H  Q 127
CO1016  ATL  130P  PVD  531P  737    A  Y  Q  H  K 443
US1518  ATL  140P  PVD  508P  D9S    F  Y  B  H  Q 419
DL1458  ATL  149P  PVD  410P  M80    F  Y  B  M  Q 242
NW 498  ATL  555P  PVD  959P  D9S    F  Y  B  M  H 184
DL 470  ATL  645P  PVD  900P  M80    F  Y  B  M  Q 118
DL 806  ATL  630A  RDU  740A  72S   FN YN BN MN QN 158
US1642  ATL  650A  RDU  926A  D9S   FN YN BN HN QN 226
AA 190  ATL  702A  RDU  815A  727    F  Y  B  H  M 493
DL1100  ATL 1011A  RDU 1130A  73S    F  Y  B  M  Q 25
AA1006  ATL  115P  RDU  226P  727    F  Y  B  H  M 192
DL 548  ATL  144P  RDU  300P  72S    F  Y  B  M  Q 218
US1633  ATL  215P  RDU  438P  D9S    F  Y  B  H  M 51
DL 412  ATL  448P  RDU  600P  757    F  Y  B  M  Q 111
AA 868  ATL  540P  RDU  657P  S80    F  Y  B  H  M 90
DL 724  ATL  658P  RDU  815P  73S    F  Y  B  M  Q 173
DL1136  ATL  847P  RDU 1010P  72S    F  Y  B  M  Q 2
DL1202  ATL 1143P  RDU 1255A  73S   FN YN BN MN QN 208
DL 835  ATL  926A  SEA 1130A  L10    F  Y  B  M  Q 46
DL1709  ATL  327P  SEA  900P  757    F  Y  B  M  Q 127
DL 197  ATL  646P  SEA  905P  763    F  Y  B  M  Q 276
AA 673  ATL  757P  SEA 1207A  S80    F  Y  H  B  M 368
DL 625  ATL 1031P  SEA  130A  72S   FN YN BN MN QN 205
DL 270  ATL  841A  SFO 1045A  767    F  Y  B  M  Q 475
DL 307  ATL 1144A  SFO  450P  767    F  Y  B  M  H 155
DL 977  ATL 1209P  SFO  215P  757    Y  B  M  Q  H 161
DL 382  ATL  321P  SFO  530P  763    F  Y  B  M  Q 258
DL 691  ATL  325P  SFO  855P  72S    F  Y  B  M  Q 210
DL1411  ATL  719P  SFO  920P  L10    F  Y  B  M  Q 176
DL 143  ATL 1035P  SFO  159A  757   FN YN BN MN QN 399
TW  73  ATL  742A  STL  827A  D9S    F  Y  B  Q  M 128
DL 696  ATL 1016A  STL 1050A  D9S    F  Y  B  M  Q 8
TW 659  ATL 1039A  STL 1127A  D9S    F  Y  B  Q  M 44
DL1260  ATL  137P  STL  220P  73S    F  Y  B  M  Q 37
TW 621  ATL  139P  STL  224P  D9S    F  Y  B  Q  M 282
TW 599  ATL  439P  STL  527P  D9S    F  Y  B  Q  M 255
DL1435  ATL  505P  STL  540P  72S    F  Y  B  M  Q 474
DL 878  ATL  701P  STL  740P  D9S    F  Y  B  M  Q 230
TW 609  ATL  756P  STL  840P  D9S    F  Y  B  Q  M 463
DL1057  ATL 1026P  STL 1055P  D9S   FN YN BN MN QN 373
DL 273  ATL  659A  TPA  815A  763   FN YN BN MN QN 143
DL1175  ATL  833A  TPA 1000A  72S    F  Y  B  M  Q 271
DL 539  ATL 1154A  TPA  120P  757    F  Y  B  M  Q 400
DL 790  ATL  141P  TPA  305P  763    F  Y  B  M  Q 67
DL1597  ATL  330P  TPA  450P  72S    F  Y  B  M  Q 167
DL 317  ATL  457P  TPA  620P  757    F  Y  B 416
DL1003  ATL  702P  TPA  830P  763    F  Y  B  M  Q 281
DL 765  ATL  859P  TPA 1027P  757    F  Y  B  M  Q 336
DL 389  ATL 1027P  TPA 1145P  763   FN YN BN MN QN 277
DL 474  ATL 1155P  TPA  110A  767   FN YN BN MN QN 307
DL 885  BNA  535A  ATL  732A  D9S   FN YN BN MN QN 48
DL1154  BNA  710A  ATL  908A  73S    F  Y  B  M  Q 373
DL 947  BNA 1040A  ATL 1237P  D9S    F  Y  B  M  Q 108
DL 784  BNA 1230P  ATL  228P  M80    F  Y  B  M  Q 493
DL 511  BNA  350P  ATL  544P  72S    F  Y  B  M  Q 298
DL1167  BNA  725P  ATL  920P  D9S    F  Y  B  M  Q 199
AA 132  BNA  830A  BOS 1147A  S80    F  Y  B  H  M 290
AA 566  BNA  155P  BOS  519P  S80    F  Y  B  H  M 276
AA 530  BNA  735P  BOS 1054P  S80    F  Y  B  H  M 345
AA 350  BNA  910A  DCA 1146A  757    F  Y  B  H  M 158
AA1574  BNA  215P  DCA  456P  72S    F  Y  B  H  M 249
US1082  BNA  705P  DCA 1047P  100    F  Y  B  H  Q 367
AA1334  BNA  730P  DCA 1002P  S80    F  Y  B  H  M 242
AA1615  BNA 1000A  DEN 1145A  S80    F  Y  B  H  M 111
AA1543  BNA  854P  DEN 1034P  S80    F  Y  B  H  M 391
AA1339  BNA  640A  DFW  838A  757    F  Y  B  M  H 95
AA 199  BNA  810A  DFW 1008A  757    F  Y  B  M  H 299
DL1087  BNA  855A  DFW 1045A  72S    F  Y  B  M  Q 454
AA1319  BNA 1000A  DFW  249P  727    F  Y  M  B  Q 96
DL1045  BNA 1220P  DFW  204P  D9S    F  Y  B  M  Q 137
AA1337  BNA  100P  DFW  308P  S80    F  Y  B  M  H 405
AA 557  BNA  210P  DFW  423P  S80    F  Y  B  M  H 316
AA1227  BNA  335P  DFW  544P  S80    F  Y  B  M  H 192
DL1709  BNA  405P  DFW  601P  757    F  Y  B  M  Q 18
AA 521  BNA  701P  DFW  908P  S80    F  Y  B  M  H 200
DL 657  BNA  745P  DFW  937P  M80    F  Y  B  M  Q 46
AA1621  BNA  844P  DFW 1037P  72S    F  Y  B  M  H 330
